paradigm,visibility,stim_type,voltage,sub_num,IB
masking,visible,f,-0.267167214,sub14,yes
masking,visible,f,4.83611754,sub15,no
masking,visible,f,-5.570303688,sub15,no
masking,visible,f,-0.079860301,sub15,no
masking,visible,f,-8.728834995,sub15,no
masking,visible,f,-15.73503145,sub15,no
masking,visible,f,-5.089260983,sub15,no
masking,visible,f,-0.552819051,sub15,no
masking,visible,f,-2.381397183,sub15,no
masking,visible,f,-4.447781731,sub15,no
masking,visible,f,5.664194469,sub15,no
masking,visible,f,-8.270911428,sub15,no
masking,visible,f,-4.658419485,sub15,no
masking,visible,f,0.881073258,sub15,no
masking,visible,f,-7.640251753,sub15,no
masking,visible,f,0.309685371,sub15,no
masking,visible,f,0.66220862,sub15,no
masking,visible,f,-6.230654411,sub15,no
masking,visible,f,3.09708704,sub15,no
masking,visible,f,-6.119670794,sub15,no
masking,visible,f,-7.881811167,sub15,no
masking,visible,f,-3.116026519,sub15,no
masking,visible,f,-2.328718587,sub15,no
masking,visible,f,3.854950465,sub15,no
masking,visible,f,-8.419916175,sub15,no
masking,visible,f,-2.946767697,sub15,no
masking,visible,f,-1.044337837,sub15,no
masking,visible,f,-3.742929233,sub15,no
masking,visible,f,5.32607562,sub15,no
masking,visible,f,5.277267107,sub15,no
masking,visible,f,0.866587622,sub15,no
masking,visible,f,-1.37595158,sub15,no
masking,visible,f,0.124411845,sub15,no
masking,visible,f,2.174589729,sub15,no
masking,visible,f,0.428730286,sub15,no
masking,visible,f,1.74280037,sub15,no
masking,visible,f,0.318277814,sub15,no
masking,visible,f,4.363845631,sub15,no
masking,visible,f,1.608390822,sub15,no
masking,visible,f,3.1237046,sub15,no
masking,visible,f,-4.04605882,sub15,no
masking,visible,f,-2.141564349,sub15,no
masking,visible,f,-0.094077303,sub15,no
masking,visible,f,-1.952223189,sub15,no
masking,visible,f,2.387628911,sub15,no
masking,visible,f,4.947742005,sub15,no
masking,visible,f,10.33157828,sub15,no
masking,visible,f,2.506549963,sub15,no
masking,visible,f,1.370026894,sub15,no
masking,visible,f,-1.510159543,sub15,no
masking,visible,f,-3.738299294,sub15,no
masking,visible,f,3.380653259,sub15,no
masking,visible,f,6.807707569,sub15,no
masking,visible,f,10.36321381,sub15,no
masking,visible,f,0.918816519,sub15,no
masking,visible,f,5.44751462,sub15,no
masking,visible,f,-0.113325721,sub15,no
masking,visible,f,5.357259264,sub15,no
masking,visible,f,3.204099838,sub15,no
masking,visible,f,-5.349122809,sub15,no
masking,visible,f,-2.989222169,sub15,no
masking,visible,f,2.108948454,sub15,no
masking,visible,f,3.014309418,sub15,no
masking,visible,f,-8.323116231,sub15,no
masking,visible,f,1.583380278,sub15,no
masking,visible,f,3.496395073,sub15,no
masking,visible,f,-0.670414538,sub15,no
masking,visible,f,-0.494130121,sub15,no
masking,visible,f,7.646308648,sub15,no
masking,visible,f,5.139460997,sub15,no
masking,visible,f,-2.125088158,sub15,no
masking,visible,f,2.621817876,sub15,no
masking,visible,f,1.45602514,sub15,no
masking,visible,f,6.768060809,sub15,no
masking,visible,f,-4.928033414,sub15,no
masking,visible,f,-1.966103252,sub15,no
masking,visible,f,1.912053527,sub15,no
masking,visible,f,-2.518726235,sub15,no
masking,visible,f,7.073340018,sub15,no
masking,visible,f,0.560646043,sub15,no
masking,visible,f,-6.188261316,sub15,no
masking,visible,f,1.108866099,sub15,no
masking,visible,f,-5.405575937,sub15,no
masking,visible,f,-2.59041781,sub15,no
masking,visible,f,4.376464925,sub15,no
masking,visible,f,1.353950996,sub15,no
masking,visible,f,-1.138559466,sub15,no
masking,visible,f,-1.908784428,sub15,no
masking,visible,f,3.12355788,sub15,no
masking,visible,f,2.035155583,sub15,no
masking,visible,f,0.47702385,sub15,no
masking,visible,f,-1.226427675,sub15,no
masking,visible,f,-2.927469958,sub15,no
masking,visible,f,4.864212436,sub15,no
masking,visible,f,-3.580362762,sub15,no
masking,visible,f,0.853201144,sub15,no
masking,visible,f,-2.185332479,sub15,no
masking,visible,f,6.502900285,sub15,no
masking,visible,f,0.61150315,sub15,no
masking,visible,f,5.590318575,sub15,no
masking,visible,f,-3.940498247,sub15,no
masking,visible,f,-0.637109897,sub15,no
masking,visible,f,-2.492544256,sub15,no
masking,visible,f,-0.607916939,sub15,no
masking,visible,f,3.112203545,sub15,no
masking,visible,f,3.902095359,sub15,no
masking,visible,f,1.92546431,sub15,no
masking,visible,f,-4.576823856,sub15,no
masking,visible,f,2.301828229,sub16,yes
masking,visible,f,3.880210237,sub16,yes
masking,visible,f,19.95059149,sub16,yes
masking,visible,f,5.138079828,sub16,yes
masking,visible,f,0.996478187,sub16,yes
masking,visible,f,3.720574498,sub16,yes
masking,visible,f,-0.337260419,sub16,yes
masking,visible,f,4.347663131,sub16,yes
masking,visible,f,4.676426396,sub16,yes
masking,visible,f,8.283065192,sub16,yes
masking,visible,f,9.636703649,sub16,yes
